Creacion 23/05/2018 06:06:32 p.m.
FECHA_ULTIMO_MOVIMIENTO|TOTAL|SYSDATE
31/03/2018|98264|16/07/2018
30/03/2018|28374|16/07/2018
29/03/2018|34506|16/07/2018
28/03/2018|55788|16/07/2018
27/03/2018|48162|16/07/2018
26/03/2018|74818|16/07/2018
25/03/2018|23877|16/07/2018
24/03/2018|22843|16/07/2018
23/03/2018|58299|16/07/2018
22/03/2018|57608|16/07/2018
21/03/2018|61547|16/07/2018
20/03/2018|83438|16/07/2018
19/03/2018|57416|16/07/2018
18/03/2018|28517|16/07/2018
17/03/2018|29455|16/07/2018
16/03/2018|119444|16/07/2018
15/03/2018|94900|16/07/2018
14/03/2018|54531|16/07/2018
13/03/2018|56500|16/07/2018
12/03/2018|101856|16/07/2018
11/03/2018|29602|16/07/2018
10/03/2018|29007|16/07/2018
09/03/2018|65949|16/07/2018
08/03/2018|65979|16/07/2018
07/03/2018|62110|16/07/2018
06/03/2018|61861|16/07/2018
05/03/2018|119465|16/07/2018
04/03/2018|31785|16/07/2018
03/03/2018|28667|16/07/2018
02/03/2018|82351|16/07/2018
01/03/2018|451226|16/07/2018
28/02/2018|159447|16/07/2018
27/02/2018|46471|16/07/2018
26/02/2018|90732|16/07/2018
25/02/2018|28216|16/07/2018
24/02/2018|22964|16/07/2018
23/02/2018|61700|16/07/2018
22/02/2018|65182|16/07/2018
21/02/2018|58122|16/07/2018
20/02/2018|59716|16/07/2018
19/02/2018|107820|16/07/2018
18/02/2018|32157|16/07/2018
17/02/2018|27152|16/07/2018
16/02/2018|116252|16/07/2018
15/02/2018|92450|16/07/2018
14/02/2018|53357|16/07/2018
13/02/2018|53365|16/07/2018
12/02/2018|105517|16/07/2018
11/02/2018|39757|16/07/2018
10/02/2018|29362|16/07/2018
09/02/2018|67620|16/07/2018
08/02/2018|61582|16/07/2018
07/02/2018|61841|16/07/2018
06/02/2018|76238|16/07/2018
05/02/2018|64051|16/07/2018
04/02/2018|29190|16/07/2018
03/02/2018|27875|16/07/2018
02/02/2018|73447|16/07/2018
01/02/2018|441583|16/07/2018
31/01/2018|148524|16/07/2018
30/01/2018|45233|16/07/2018
29/01/2018|84017|16/07/2018
28/01/2018|29202|16/07/2018
27/01/2018|22036|16/07/2018
26/01/2018|61850|16/07/2018
25/01/2018|57257|16/07/2018
24/01/2018|57677|16/07/2018
23/01/2018|57517|16/07/2018
22/01/2018|108654|16/07/2018
21/01/2018|31467|16/07/2018
20/01/2018|29113|16/07/2018
19/01/2018|69163|16/07/2018
18/01/2018|63361|16/07/2018
17/01/2018|62927|16/07/2018
16/01/2018|132684|16/07/2018
15/01/2018|161172|16/07/2018
14/01/2018|33811|16/07/2018
13/01/2018|26705|16/07/2018
12/01/2018|70905|16/07/2018
11/01/2018|64912|16/07/2018
10/01/2018|68031|16/07/2018
09/01/2018|59515|16/07/2018
08/01/2018|129259|16/07/2018
07/01/2018|36250|16/07/2018
06/01/2018|34047|16/07/2018
05/01/2018|73903|16/07/2018
04/01/2018|67443|16/07/2018
03/01/2018|65396|16/07/2018
02/01/2018|110082|16/07/2018
01/01/2018|458901|16/07/2018
17/07/2018|80|17/07/2018
16/07/2018|13760|17/07/2018
15/07/2018|3142|17/07/2018
14/07/2018|17708|17/07/2018
13/07/2018|69300|17/07/2018
12/07/2018|80305|17/07/2018
11/07/2018|104900|17/07/2018
10/07/2018|121793|17/07/2018
09/07/2018|285845|17/07/2018
08/07/2018|48383|17/07/2018
07/07/2018|51297|17/07/2018
06/07/2018|142037|17/07/2018
05/07/2018|135340|17/07/2018
04/07/2018|131746|17/07/2018
03/07/2018|139050|17/07/2018
02/07/2018|390920|17/07/2018
01/07/2018|7954320|17/07/2018
30/06/2018|153074|17/07/2018
29/06/2018|88199|17/07/2018
28/06/2018|84721|17/07/2018
27/06/2018|86333|17/07/2018
26/06/2018|89901|17/07/2018
25/06/2018|172772|17/07/2018
24/06/2018|36572|17/07/2018
23/06/2018|34437|17/07/2018
22/06/2018|95225|17/07/2018
21/06/2018|92733|17/07/2018
20/06/2018|98074|17/07/2018
19/06/2018|90260|17/07/2018
18/06/2018|167451|17/07/2018
17/06/2018|40284|17/07/2018
16/06/2018|102999|17/07/2018
15/06/2018|132281|17/07/2018
14/06/2018|81513|17/07/2018
13/06/2018|81885|17/07/2018
12/06/2018|83822|17/07/2018
11/06/2018|156956|17/07/2018
10/06/2018|38751|17/07/2018
09/06/2018|34085|17/07/2018
08/06/2018|85179|17/07/2018
07/06/2018|82418|17/07/2018
06/06/2018|82925|17/07/2018
05/06/2018|84606|17/07/2018
04/06/2018|157198|17/07/2018
03/06/2018|39882|17/07/2018
02/06/2018|40299|17/07/2018
01/06/2018|633024|17/07/2018
31/05/2018|156617|17/07/2018
30/05/2018|71221|17/07/2018
29/05/2018|66141|17/07/2018
28/05/2018|125207|17/07/2018
27/05/2018|32958|17/07/2018
26/05/2018|30273|17/07/2018
25/05/2018|76691|17/07/2018
24/05/2018|72924|17/07/2018
23/05/2018|76489|17/07/2018
22/05/2018|75085|17/07/2018
21/05/2018|134076|17/07/2018
20/05/2018|37630|17/07/2018
19/05/2018|30715|17/07/2018
18/05/2018|83536|17/07/2018
17/05/2018|74558|17/07/2018
16/05/2018|142596|17/07/2018
15/05/2018|113866|17/07/2018
14/05/2018|123725|17/07/2018
13/05/2018|34495|17/07/2018
12/05/2018|29104|17/07/2018
11/05/2018|82408|17/07/2018
10/05/2018|63134|17/07/2018
09/05/2018|76014|17/07/2018
08/05/2018|68290|17/07/2018
07/05/2018|126679|17/07/2018
06/05/2018|33621|17/07/2018
05/05/2018|35366|17/07/2018
04/05/2018|70625|17/07/2018
03/05/2018|72669|17/07/2018
02/05/2018|111746|17/07/2018
01/05/2018|667638|17/07/2018
30/04/2018|170189|17/07/2018
29/04/2018|26830|17/07/2018
28/04/2018|23105|17/07/2018
27/04/2018|56150|17/07/2018
26/04/2018|57191|17/07/2018
25/04/2018|62063|17/07/2018
24/04/2018|57933|17/07/2018
23/04/2018|114020|17/07/2018
22/04/2018|32951|17/07/2018
21/04/2018|29128|17/07/2018
20/04/2018|74775|17/07/2018
19/04/2018|68837|17/07/2018
18/04/2018|68795|17/07/2018
17/04/2018|68906|17/07/2018
16/04/2018|175516|17/07/2018
15/04/2018|67021|17/07/2018
14/04/2018|30019|17/07/2018
13/04/2018|69894|17/07/2018
12/04/2018|67921|17/07/2018
11/04/2018|73672|17/07/2018
10/04/2018|67978|17/07/2018
09/04/2018|123402|17/07/2018
08/04/2018|37516|17/07/2018
07/04/2018|31894|17/07/2018
06/04/2018|75062|17/07/2018
05/04/2018|71736|17/07/2018
04/04/2018|68051|17/07/2018
03/04/2018|67758|17/07/2018
02/04/2018|148487|17/07/2018
01/04/2018|194834|17/07/2018
31/03/2018|98198|17/07/2018
30/03/2018|28326|17/07/2018
29/03/2018|34417|17/07/2018
28/03/2018|55653|17/07/2018
27/03/2018|48062|17/07/2018
26/03/2018|74396|17/07/2018
25/03/2018|23849|17/07/2018
24/03/2018|22779|17/07/2018
23/03/2018|58173|17/07/2018
22/03/2018|57435|17/07/2018
21/03/2018|61391|17/07/2018
20/03/2018|83187|17/07/2018
19/03/2018|57167|17/07/2018
18/03/2018|28475|17/07/2018
17/03/2018|29398|17/07/2018
16/03/2018|119143|17/07/2018
15/03/2018|94707|17/07/2018
14/03/2018|54369|17/07/2018
13/03/2018|56331|17/07/2018
12/03/2018|101393|17/07/2018
11/03/2018|29565|17/07/2018
10/03/2018|28947|17/07/2018
09/03/2018|65812|17/07/2018
08/03/2018|65773|17/07/2018
07/03/2018|61884|17/07/2018
06/03/2018|61692|17/07/2018
05/03/2018|118756|17/07/2018
04/03/2018|31718|17/07/2018
03/03/2018|28499|17/07/2018
02/03/2018|82185|17/07/2018
01/03/2018|447484|17/07/2018
28/02/2018|159312|17/07/2018
27/02/2018|46374|17/07/2018
26/02/2018|90430|17/07/2018
25/02/2018|28199|17/07/2018
24/02/2018|22914|17/07/2018
23/02/2018|61567|17/07/2018
22/02/2018|65016|17/07/2018
21/02/2018|57962|17/07/2018
20/02/2018|59543|17/07/2018
19/02/2018|107488|17/07/2018
18/02/2018|32132|17/07/2018
17/02/2018|27098|17/07/2018
16/02/2018|115971|17/07/2018
15/02/2018|92321|17/07/2018
14/02/2018|53243|17/07/2018
13/02/2018|53784|17/07/2018
12/02/2018|105154|17/07/2018
11/02/2018|39690|17/07/2018
10/02/2018|29236|17/07/2018
09/02/2018|67294|17/07/2018
08/02/2018|61276|17/07/2018
07/02/2018|61662|17/07/2018
06/02/2018|76022|17/07/2018
05/02/2018|63889|17/07/2018
04/02/2018|29164|17/07/2018
03/02/2018|27805|17/07/2018
02/02/2018|73320|17/07/2018
01/02/2018|440258|17/07/2018
31/01/2018|148428|17/07/2018
30/01/2018|45134|17/07/2018
29/01/2018|83782|17/07/2018
28/01/2018|29179|17/07/2018
27/01/2018|22007|17/07/2018
26/01/2018|61707|17/07/2018
25/01/2018|57161|17/07/2018
24/01/2018|57560|17/07/2018
23/01/2018|57417|17/07/2018
22/01/2018|108244|17/07/2018
21/01/2018|31436|17/07/2018
20/01/2018|29048|17/07/2018
19/01/2018|69062|17/07/2018
18/01/2018|63271|17/07/2018
17/01/2018|62829|17/07/2018
16/01/2018|132368|17/07/2018
15/01/2018|160825|17/07/2018
14/01/2018|33782|17/07/2018
13/01/2018|26674|17/07/2018
12/01/2018|70787|17/07/2018
11/01/2018|64726|17/07/2018
10/01/2018|67914|17/07/2018
09/01/2018|59395|17/07/2018
08/01/2018|128815|17/07/2018
07/01/2018|36185|17/07/2018
06/01/2018|33957|17/07/2018
05/01/2018|73812|17/07/2018
04/01/2018|67352|17/07/2018
03/01/2018|65284|17/07/2018
02/01/2018|109846|17/07/2018
01/01/2018|462120|17/07/2018
18/07/2018|114|18/07/2018
17/07/2018|4563|18/07/2018
16/07/2018|122140|18/07/2018
15/07/2018|33082|18/07/2018
14/07/2018|27178|18/07/2018
13/07/2018|79000|18/07/2018
12/07/2018|89106|18/07/2018
11/07/2018|112614|18/07/2018
10/07/2018|134775|18/07/2018
09/07/2018|300992|18/07/2018
08/07/2018|48286|18/07/2018
07/07/2018|50599|18/07/2018
06/07/2018|142674|18/07/2018
05/07/2018|135781|18/07/2018
04/07/2018|130245|18/07/2018
03/07/2018|136412|18/07/2018
02/07/2018|384426|18/07/2018
01/07/2018|7905538|18/07/2018
30/06/2018|154614|18/07/2018
29/06/2018|86203|18/07/2018
28/06/2018|83445|18/07/2018
27/06/2018|84864|18/07/2018
26/06/2018|89271|18/07/2018
25/06/2018|170630|18/07/2018
24/06/2018|36448|18/07/2018
23/06/2018|33750|18/07/2018
22/06/2018|94243|18/07/2018
21/06/2018|91551|18/07/2018
20/06/2018|97078|18/07/2018
19/06/2018|89574|18/07/2018
18/06/2018|166067|18/07/2018
17/06/2018|40203|18/07/2018
16/06/2018|96907|18/07/2018
15/06/2018|130664|18/07/2018
14/06/2018|81316|18/07/2018
13/06/2018|81096|18/07/2018
12/06/2018|83169|18/07/2018
11/06/2018|155777|18/07/2018
10/06/2018|38626|18/07/2018
09/06/2018|33901|18/07/2018
08/06/2018|84863|18/07/2018
07/06/2018|81973|18/07/2018
06/06/2018|82431|18/07/2018
05/06/2018|84148|18/07/2018
04/06/2018|156185|18/07/2018
03/06/2018|39866|18/07/2018
02/06/2018|40106|18/07/2018
01/06/2018|631057|18/07/2018
31/05/2018|156240|18/07/2018
30/05/2018|70891|18/07/2018
29/05/2018|65765|18/07/2018
28/05/2018|124575|18/07/2018
27/05/2018|32903|18/07/2018
26/05/2018|30434|18/07/2018
25/05/2018|76099|18/07/2018
24/05/2018|72577|18/07/2018
23/05/2018|76214|18/07/2018
22/05/2018|74722|18/07/2018
21/05/2018|133404|18/07/2018
20/05/2018|37549|18/07/2018
19/05/2018|30516|18/07/2018
18/05/2018|83299|18/07/2018
17/05/2018|74256|18/07/2018
16/05/2018|141733|18/07/2018
15/05/2018|113470|18/07/2018
14/05/2018|123021|18/07/2018
13/05/2018|34438|18/07/2018
12/05/2018|29026|18/07/2018
11/05/2018|82173|18/07/2018
10/05/2018|62675|18/07/2018
09/05/2018|75584|18/07/2018
08/05/2018|68005|18/07/2018
07/05/2018|125979|18/07/2018
06/05/2018|33563|18/07/2018
05/05/2018|35238|18/07/2018
04/05/2018|70435|18/07/2018
03/05/2018|72094|18/07/2018
02/05/2018|111246|18/07/2018
01/05/2018|660899|18/07/2018
30/04/2018|169891|18/07/2018
29/04/2018|26708|18/07/2018
28/04/2018|23062|18/07/2018
27/04/2018|55997|18/07/2018
26/04/2018|57037|18/07/2018
25/04/2018|61844|18/07/2018
24/04/2018|57686|18/07/2018
23/04/2018|113585|18/07/2018
22/04/2018|32888|18/07/2018
21/04/2018|29018|18/07/2018
20/04/2018|74603|18/07/2018
19/04/2018|68654|18/07/2018
18/04/2018|68578|18/07/2018
17/04/2018|68705|18/07/2018
16/04/2018|174560|18/07/2018
15/04/2018|66834|18/07/2018
14/04/2018|29953|18/07/2018
13/04/2018|69741|18/07/2018
12/04/2018|67752|18/07/2018
11/04/2018|73454|18/07/2018
10/04/2018|67791|18/07/2018
09/04/2018|122891|18/07/2018
08/04/2018|37434|18/07/2018
07/04/2018|31823|18/07/2018
06/04/2018|74923|18/07/2018
05/04/2018|71533|18/07/2018
04/04/2018|67787|18/07/2018
03/04/2018|67601|18/07/2018
02/04/2018|147985|18/07/2018
01/04/2018|194186|18/07/2018
31/03/2018|98139|18/07/2018
30/03/2018|28308|18/07/2018
29/03/2018|34366|18/07/2018
28/03/2018|55531|18/07/2018
27/03/2018|47985|18/07/2018
26/03/2018|74196|18/07/2018
25/03/2018|23815|18/07/2018
24/03/2018|22749|18/07/2018
23/03/2018|58099|18/07/2018
22/03/2018|57325|18/07/2018
21/03/2018|61251|18/07/2018
20/03/2018|82910|18/07/2018
19/03/2018|57055|18/07/2018
18/03/2018|28447|18/07/2018
17/03/2018|29360|18/07/2018
16/03/2018|118825|18/07/2018
15/03/2018|94565|18/07/2018
14/03/2018|54262|18/07/2018
13/03/2018|56216|18/07/2018
12/03/2018|101088|18/07/2018
11/03/2018|29537|18/07/2018
10/03/2018|28897|18/07/2018
09/03/2018|65667|18/07/2018
08/03/2018|65628|18/07/2018
07/03/2018|61758|18/07/2018
06/03/2018|61586|18/07/2018
05/03/2018|118413|18/07/2018
04/03/2018|31690|18/07/2018
03/03/2018|28446|18/07/2018
02/03/2018|82052|18/07/2018
01/03/2018|444736|18/07/2018
28/02/2018|159242|18/07/2018
27/02/2018|46298|18/07/2018
26/02/2018|90233|18/07/2018
25/02/2018|28177|18/07/2018
24/02/2018|22884|18/07/2018
23/02/2018|61482|18/07/2018
22/02/2018|64928|18/07/2018
21/02/2018|57855|18/07/2018
20/02/2018|59464|18/07/2018
19/02/2018|107248|18/07/2018
18/02/2018|32110|18/07/2018
17/02/2018|27059|18/07/2018
16/02/2018|115628|18/07/2018
15/02/2018|92149|18/07/2018
14/02/2018|52865|18/07/2018
13/02/2018|53390|18/07/2018
12/02/2018|104907|18/07/2018
11/02/2018|39671|18/07/2018
10/02/2018|29197|18/07/2018
09/02/2018|67192|18/07/2018
08/02/2018|61206|18/07/2018
07/02/2018|61559|18/07/2018
06/02/2018|75822|18/07/2018
05/02/2018|63774|18/07/2018
04/02/2018|29145|18/07/2018
03/02/2018|27758|18/07/2018
02/02/2018|73238|18/07/2018
01/02/2018|438891|18/07/2018
31/01/2018|148321|18/07/2018
30/01/2018|45065|18/07/2018
29/01/2018|83517|18/07/2018
28/01/2018|29152|18/07/2018
27/01/2018|21987|18/07/2018
26/01/2018|61642|18/07/2018
25/01/2018|57086|18/07/2018
24/01/2018|57475|18/07/2018
23/01/2018|57332|18/07/2018
22/01/2018|107685|18/07/2018
21/01/2018|31414|18/07/2018
20/01/2018|29009|18/07/2018
19/01/2018|68983|18/07/2018
18/01/2018|63166|18/07/2018
17/01/2018|62728|18/07/2018
16/01/2018|131927|18/07/2018
15/01/2018|160583|18/07/2018
14/01/2018|33763|18/07/2018
13/01/2018|26623|18/07/2018
12/01/2018|70718|18/07/2018
11/01/2018|64648|18/07/2018
10/01/2018|67853|18/07/2018
09/01/2018|59300|18/07/2018
08/01/2018|128526|18/07/2018
07/01/2018|36165|18/07/2018
06/01/2018|33927|18/07/2018
05/01/2018|73683|18/07/2018
04/01/2018|67245|18/07/2018
03/01/2018|65209|18/07/2018
02/01/2018|109609|18/07/2018
01/01/2018|461029|18/07/2018
18/07/2018|114|18/07/2018
17/07/2018|4563|18/07/2018
16/07/2018|122140|18/07/2018
15/07/2018|33082|18/07/2018
14/07/2018|27178|18/07/2018
13/07/2018|79000|18/07/2018
12/07/2018|89106|18/07/2018
11/07/2018|112614|18/07/2018
10/07/2018|134775|18/07/2018
09/07/2018|300992|18/07/2018
08/07/2018|48286|18/07/2018
07/07/2018|50599|18/07/2018
06/07/2018|142674|18/07/2018
05/07/2018|135781|18/07/2018
04/07/2018|130245|18/07/2018
03/07/2018|136412|18/07/2018
02/07/2018|384426|18/07/2018
01/07/2018|7905538|18/07/2018
30/06/2018|154614|18/07/2018
29/06/2018|86203|18/07/2018
28/06/2018|83445|18/07/2018
27/06/2018|84864|18/07/2018
26/06/2018|89271|18/07/2018
25/06/2018|170630|18/07/2018
24/06/2018|36448|18/07/2018
23/06/2018|33750|18/07/2018
22/06/2018|94243|18/07/2018
21/06/2018|91551|18/07/2018
20/06/2018|97078|18/07/2018
19/06/2018|89574|18/07/2018
18/06/2018|166067|18/07/2018
17/06/2018|40203|18/07/2018
16/06/2018|96907|18/07/2018
15/06/2018|130664|18/07/2018
14/06/2018|81316|18/07/2018
13/06/2018|81096|18/07/2018
12/06/2018|83169|18/07/2018
11/06/2018|155777|18/07/2018
10/06/2018|38626|18/07/2018
09/06/2018|33901|18/07/2018
08/06/2018|84863|18/07/2018
07/06/2018|81973|18/07/2018
06/06/2018|82431|18/07/2018
05/06/2018|84148|18/07/2018
04/06/2018|156185|18/07/2018
03/06/2018|39866|18/07/2018
02/06/2018|40106|18/07/2018
01/06/2018|631057|18/07/2018
31/05/2018|156240|18/07/2018
30/05/2018|70891|18/07/2018
29/05/2018|65765|18/07/2018
28/05/2018|124575|18/07/2018
27/05/2018|32903|18/07/2018
26/05/2018|30434|18/07/2018
25/05/2018|76099|18/07/2018
24/05/2018|72577|18/07/2018
23/05/2018|76214|18/07/2018
22/05/2018|74722|18/07/2018
21/05/2018|133404|18/07/2018
20/05/2018|37549|18/07/2018
19/05/2018|30516|18/07/2018
18/05/2018|83299|18/07/2018
17/05/2018|74256|18/07/2018
16/05/2018|141733|18/07/2018
15/05/2018|113470|18/07/2018
14/05/2018|123021|18/07/2018
13/05/2018|34438|18/07/2018
12/05/2018|29026|18/07/2018
11/05/2018|82173|18/07/2018
10/05/2018|62675|18/07/2018
09/05/2018|75584|18/07/2018
08/05/2018|68005|18/07/2018
07/05/2018|125979|18/07/2018
06/05/2018|33563|18/07/2018
05/05/2018|35238|18/07/2018
04/05/2018|70435|18/07/2018
03/05/2018|72094|18/07/2018
02/05/2018|111246|18/07/2018
01/05/2018|660899|18/07/2018
30/04/2018|169891|18/07/2018
29/04/2018|26708|18/07/2018
28/04/2018|23062|18/07/2018
27/04/2018|55997|18/07/2018
26/04/2018|57037|18/07/2018
25/04/2018|61844|18/07/2018
24/04/2018|57686|18/07/2018
23/04/2018|113585|18/07/2018
22/04/2018|32888|18/07/2018
21/04/2018|29018|18/07/2018
20/04/2018|74603|18/07/2018
19/04/2018|68654|18/07/2018
18/04/2018|68578|18/07/2018
17/04/2018|68705|18/07/2018
16/04/2018|174560|18/07/2018
15/04/2018|66834|18/07/2018
14/04/2018|29953|18/07/2018
13/04/2018|69741|18/07/2018
12/04/2018|67752|18/07/2018
11/04/2018|73454|18/07/2018
10/04/2018|67791|18/07/2018
09/04/2018|122891|18/07/2018
08/04/2018|37434|18/07/2018
07/04/2018|31823|18/07/2018
06/04/2018|74923|18/07/2018
05/04/2018|71533|18/07/2018
04/04/2018|67787|18/07/2018
03/04/2018|67601|18/07/2018
02/04/2018|147985|18/07/2018
01/04/2018|194186|18/07/2018
31/03/2018|98139|18/07/2018
30/03/2018|28308|18/07/2018
29/03/2018|34366|18/07/2018
28/03/2018|55531|18/07/2018
27/03/2018|47985|18/07/2018
26/03/2018|74196|18/07/2018
25/03/2018|23815|18/07/2018
24/03/2018|22749|18/07/2018
23/03/2018|58099|18/07/2018
22/03/2018|57325|18/07/2018
21/03/2018|61251|18/07/2018
20/03/2018|82910|18/07/2018
19/03/2018|57055|18/07/2018
18/03/2018|28447|18/07/2018
17/03/2018|29360|18/07/2018
16/03/2018|118825|18/07/2018
15/03/2018|94565|18/07/2018
14/03/2018|54262|18/07/2018
13/03/2018|56216|18/07/2018
12/03/2018|101088|18/07/2018
11/03/2018|29537|18/07/2018
10/03/2018|28897|18/07/2018
09/03/2018|65667|18/07/2018
08/03/2018|65628|18/07/2018
07/03/2018|61758|18/07/2018
06/03/2018|61586|18/07/2018
05/03/2018|118413|18/07/2018
04/03/2018|31690|18/07/2018
03/03/2018|28446|18/07/2018
02/03/2018|82052|18/07/2018
01/03/2018|444736|18/07/2018
28/02/2018|159242|18/07/2018
27/02/2018|46298|18/07/2018
26/02/2018|90233|18/07/2018
25/02/2018|28177|18/07/2018
24/02/2018|22884|18/07/2018
23/02/2018|61482|18/07/2018
22/02/2018|64928|18/07/2018
21/02/2018|57855|18/07/2018
20/02/2018|59464|18/07/2018
19/02/2018|107248|18/07/2018
18/02/2018|32110|18/07/2018
17/02/2018|27059|18/07/2018
16/02/2018|115628|18/07/2018
15/02/2018|92149|18/07/2018
14/02/2018|52865|18/07/2018
13/02/2018|53390|18/07/2018
12/02/2018|104907|18/07/2018
11/02/2018|39671|18/07/2018
10/02/2018|29197|18/07/2018
09/02/2018|67192|18/07/2018
08/02/2018|61206|18/07/2018
07/02/2018|61559|18/07/2018
06/02/2018|75822|18/07/2018
05/02/2018|63774|18/07/2018
04/02/2018|29145|18/07/2018
03/02/2018|27758|18/07/2018
02/02/2018|73238|18/07/2018
01/02/2018|438891|18/07/2018
31/01/2018|148321|18/07/2018
30/01/2018|45065|18/07/2018
29/01/2018|83517|18/07/2018
28/01/2018|29152|18/07/2018
27/01/2018|21987|18/07/2018
26/01/2018|61642|18/07/2018
25/01/2018|57086|18/07/2018
24/01/2018|57475|18/07/2018
23/01/2018|57332|18/07/2018
22/01/2018|107685|18/07/2018
21/01/2018|31414|18/07/2018
20/01/2018|29009|18/07/2018
19/01/2018|68983|18/07/2018
18/01/2018|63166|18/07/2018
17/01/2018|62728|18/07/2018
16/01/2018|131927|18/07/2018
15/01/2018|160583|18/07/2018
14/01/2018|33763|18/07/2018
13/01/2018|26623|18/07/2018
12/01/2018|70718|18/07/2018
11/01/2018|64648|18/07/2018
10/01/2018|67853|18/07/2018
09/01/2018|59300|18/07/2018
08/01/2018|128526|18/07/2018
07/01/2018|36165|18/07/2018
06/01/2018|33927|18/07/2018
05/01/2018|73683|18/07/2018
04/01/2018|67245|18/07/2018
03/01/2018|65209|18/07/2018
02/01/2018|109609|18/07/2018
01/01/2018|461029|18/07/2018
19/07/2018|121|19/07/2018
18/07/2018|5294|19/07/2018
17/07/2018|57134|19/07/2018
16/07/2018|188224|19/07/2018
15/07/2018|47433|19/07/2018
14/07/2018|35471|19/07/2018
13/07/2018|90181|19/07/2018
12/07/2018|100969|19/07/2018
11/07/2018|126995|19/07/2018
10/07/2018|146914|19/07/2018
09/07/2018|305008|19/07/2018
08/07/2018|48776|19/07/2018
07/07/2018|51205|19/07/2018
06/07/2018|142632|19/07/2018
05/07/2018|133862|19/07/2018
04/07/2018|127668|19/07/2018
03/07/2018|134033|19/07/2018
02/07/2018|381985|19/07/2018
01/07/2018|7871917|19/07/2018
30/06/2018|153164|19/07/2018
29/06/2018|85604|19/07/2018
28/06/2018|82729|19/07/2018
27/06/2018|84177|19/07/2018
26/06/2018|88427|19/07/2018
25/06/2018|169134|19/07/2018
24/06/2018|35964|19/07/2018
23/06/2018|33158|19/07/2018
22/06/2018|93369|19/07/2018
21/06/2018|90317|19/07/2018
20/06/2018|95979|19/07/2018
19/06/2018|88794|19/07/2018
18/06/2018|164806|19/07/2018
17/06/2018|40402|19/07/2018
16/06/2018|96361|19/07/2018
